id_product;sku;name;price;description;description_short
2402;2093;тениска;19.173446;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>50</td>
<td>
<p>52</p>
</td>
<td>54</td>
<td>56</td>
<td>58</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>66</td>
<td>68</td>
<td>70</td>
<td>72</td>
<td>
<p></p>
<p></p>
<p>74</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
2403;2094;тениска;19.173446;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>50</td>
<td>
<p>52</p>
</td>
<td>54</td>
<td>56</td>
<td>58</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>66</td>
<td>68</td>
<td>70</td>
<td>72</td>
<td>
<p></p>
<p></p>
<p>74</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
2404;2095;тениска;19.173446;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>50</td>
<td>
<p>52</p>
</td>
<td>54</td>
<td>56</td>
<td>58</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>66</td>
<td>68</td>
<td>70</td>
<td>72</td>
<td>
<p></p>
<p></p>
<p>74</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
2406;2097;бански;19.173446;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>35</p>
<p></p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2407;2098;бански;19.173446;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>35</p>
<p></p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2408;2099;бански;19.173446;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>35</p>
<p></p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2409;2100;бански;19.173446;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>35</p>
<p></p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2410;2101;бански;19.173446;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>35</p>
<p></p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2412;2102;бански;19.173446;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>35</p>
<p></p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2414;2103;бански;19.173446;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>35</p>
<p></p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2415;2104;бански;19.173446;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>35</p>
<p></p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2416;2105;бански;19.173446;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>35</p>
<p></p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2417;2106;бански;19.173446;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>35</p>
<p></p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2418;2107;тениска;19.173446;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>50</td>
<td>
<p>52</p>
</td>
<td>54</td>
<td>56</td>
<td>58</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>66</td>
<td>68</td>
<td>70</td>
<td>72</td>
<td>
<p></p>
<p></p>
<p>74</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
2419;2108;тениска;19.173446;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>50</td>
<td>
<p>52</p>
</td>
<td>54</td>
<td>56</td>
<td>58</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>62</td>
<td>64</td>
<td>66</td>
<td>68</td>
<td>
<p></p>
<p></p>
<p>70</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
2420;2109;тениска;19.173446;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>51</td>
<td>
<p>53</p>
</td>
<td>55</td>
<td>57</td>
<td>59</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>64</td>
<td>66</td>
<td>68</td>
<td>70</td>
<td>
<p></p>
<p></p>
<p>72</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
2422;2111;тениска;19.173446;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>51</td>
<td>
<p>53</p>
</td>
<td>55</td>
<td>57</td>
<td>59</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>64</td>
<td>66</td>
<td>68</td>
<td>70</td>
<td>
<p></p>
<p></p>
<p>72</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
2423;2112;тениска;19.173446;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>51</td>
<td>
<p>53</p>
</td>
<td>55</td>
<td>57</td>
<td>59</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>64</td>
<td>66</td>
<td>68</td>
<td>70</td>
<td>
<p></p>
<p></p>
<p>72</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
2424;2113;тениска;19.173446;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>51</td>
<td>
<p>53</p>
</td>
<td>55</td>
<td>57</td>
<td>59</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>64</td>
<td>66</td>
<td>68</td>
<td>70</td>
<td>
<p></p>
<p></p>
<p>72</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
2425;2114;тениска;19.173446;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>50</td>
<td>
<p>52</p>
</td>
<td>54</td>
<td>56</td>
<td>58</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>62</td>
<td>64</td>
<td>66</td>
<td>68</td>
<td>
<p></p>
<p></p>
<p>70</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
2426;2115;тениска;19.173446;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>51</td>
<td>
<p>53</p>
</td>
<td>55</td>
<td>57</td>
<td>59</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>64</td>
<td>66</td>
<td>68</td>
<td>70</td>
<td>
<p></p>
<p></p>
<p>72</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
2427;2116;тениска;19.173446;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>51</td>
<td>
<p>53</p>
</td>
<td>55</td>
<td>57</td>
<td>59</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>64</td>
<td>66</td>
<td>68</td>
<td>70</td>
<td>
<p></p>
<p></p>
<p>72</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
2428;2117;тениска;19.173446;;"<table width=""325"" style=""height:117px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>
<p>M</p>
</td>
<td> L</td>
<td>XL</td>
<td>XXL</td>
</tr>
<tr>
<td>А ширина от подмишница до подмишница</td>
<td>51</td>
<td>
<p>53</p>
</td>
<td>55</td>
<td>57</td>
<td>59</td>
</tr>
<tr>
<td>
<p>B дължина от рамо</p>
<p></p>
</td>
<td>64</td>
<td>66</td>
<td>68</td>
<td>70</td>
<td>
<p></p>
<p></p>
<p>72</p>
<p></p>
<p></p>
</td>
</tr>
</tbody>
</table>
<p></p>
<p><img src=""https://topstyle.bg/img/cms/0-02-0a-ad9ff39085c8f321ff0ff8578742904ac832995b981c464ce9a446b976036823_38cdbc29.png"" alt="""" width=""350"" height=""350"" /></p>"
2429;2118;бански;19.173446;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>35</p>
<p></p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2430;2119;бански;19.173446;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>35</p>
<p></p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2431;2120;бански;19.173446;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>35</p>
<p></p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2432;2121;бански;19.173446;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>35</p>
<p></p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2433;2122;бански;19.173446;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>35</p>
<p></p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2435;2124;бански;19.173446;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>35</p>
<p></p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2436;2125;бански;19.173446;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>35</p>
<p></p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2437;2126;бански;19.173446;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>35</p>
<p></p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2438;2127;бански;19.173446;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>35</p>
<p></p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
2439;2128;бански;19.173446;;"<table width=""330"" style=""height:57px;"">
<tbody>
<tr>
<td>Размери см</td>
<td>S</td>
<td>M</td>
<td>L</td>
<td>XL</td>
<td>XXL</td>
<td></td>
</tr>
<tr>
<td>
<p><span style=""color:#d0121a;"">A</span>ширина-талия (неразпънато положение)</p>
</td>
<td>35</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>40</td>
<td></td>
</tr>
<tr>
<td><span style=""color:#d0121a;"">B</span>дължина</td>
<td>
<p></p>
<p>35</p>
<p></p>
</td>
<td>36</td>
<td>37</td>
<td>38</td>
<td>39</td>
</tr>
</tbody>
</table>
<p><img src=""https://topstyle.bg/img/cms/%D0%BA%D1%8A%D1%81%D0%B8%20%D0%B3%D0%B0%D1%89%D0%B8.png"" alt="""" width=""350"" height=""350"" /></p>"
